References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"ask saurabh to send me fifteen hundred rupees,ask saurabh to send me 1500 rupees","ask saurabh to send me 1500 rupees,ask saurabh to send me 1500 rupees",ask sorup to send me fifte hund rupees,ask sorup to send me fifte hund rupees,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'ask sorup to send me fifte hund rupees'}",Aaj Sourav to send me 1500 rupees,aaj sourav to send me 1500 rupees,0.2857142857142857,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1500.0'}, 'payments_name': 'sourav', 'payments_transaction_action': 'send'}], 'text': 'aaj sourav to send me 1500 rupees'}",Aaj Sourav to send me 1500 rupees,aaj sourav to send me 1500 rupees,0.2857142857142857,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1500.0'}, 'payments_name': 'sourav', 'payments_transaction_action': 'send'}], 'text': 'aaj sourav to send me 1500 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/8fe2538a-bfad-4d94-9735-5513c8550933.wav
"request four fifty from adithi,request 450 from adithi","request 450 from adithi,request 450 from adithi",request four hundred and fifty from aditi,request 450 from aditi,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'aditi', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '450.0'}}], 'text': 'request 450 from aditi'}",request 450 from Aditi,request 450 from aditi,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'aditi', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '450.0'}}], 'text': 'request 450 from aditi'}",request 450 from Aditi,request 450 from aditi,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'aditi', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '450.0'}}], 'text': 'request 450 from aditi'}",https://storage.googleapis.com/slang-audio-test-data/audio/9a1c1765-87c0-4c19-802b-a9ee7f1cbcf8.wav
"pay six hundred rupees as water bill,pay 600 rupees as water bill","pay 600 rupees as water bill,pay 600 rupees as water bill",pay six hundred rupees as waterbill,pay 600 rupees as waterbill,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send'}], 'text': 'pay 600 rupees as waterbill'}",pay 600 rupees as water bill,pay 600 rupees as water bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Water'}], 'text': 'pay 600 rupees as water bill'}",pay 600 rupees as water bill,pay 600 rupees as water bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Water'}], 'text': 'pay 600 rupees as water bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/9a1d943e-0888-4f62-9ddb-3ffb495d8af5.wav
"zero,0","0,0",zero ,0,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '0.0'}}], 'text': '0'}",zero,0,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '0.0'}}], 'text': '0'}",zero,0,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '0.0'}}], 'text': '0'}",https://storage.googleapis.com/slang-audio-test-data/audio/9b1d6fd1-c78d-4d5d-a72c-3efdaeaf6f22.wav
"approve payment request from bigbasket,approve payment request from bigbasket","approve payment request from bigbasket,approve payment request from bigbasket",approve payment request from big basket,approve payment request from big basket,0.4,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'approve payment request from big basket'}",approve payment request from BigBasket,approve payment request from bigbasket,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'approve payment request from bigbasket'}",approve payment request from BigBasket,approve payment request from bigbasket,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'approve payment request from bigbasket'}",https://storage.googleapis.com/slang-audio-test-data/audio/9bc77d30-e7a0-4ce6-b8a4-59f4a6867570.wav
"donate six thousand rupees to pm care fund ,donate 6000 rupees to pm care fund","donate 6000 rupees to pm care fund,donate 6000 rupees to pm care fund",donate six thousand rupees to pm care fund,donate 6000 rupees to pm care fund,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '6000.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 6000 rupees to pm care fund'}",donate 6000 rupees to PM care fund,donate 6000 rupees to pm care fund,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '6000.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 6000 rupees to pm care fund'}",donate 6000 rupees to PM care fund,donate 6000 rupees to pm care fund,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '6000.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 6000 rupees to pm care fund'}",https://storage.googleapis.com/slang-audio-test-data/audio/9c3fb163-aac6-41c1-bbab-3e9343f55ed0.wav
"gift shikha two rupees ,gift shikha 2 rupees","gift shikha 2 rupees,gift shikha 2 rupees",gift sheka two rupees two do two rupees,gift sheka 2 rupees 2 do 2 rupees,1.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2.0'}}], 'text': 'gift sheka 2 rupees 2 do 2 rupees'}",gift Shikha 2 Rupees to 2 2 Rupees,gift shikha 2 rupees 222 rupees,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2.0'}, 'payments_name': 'shikha'}], 'text': 'gift shikha 2 rupees 222 rupees'}",gift Shikha 2 Rupees to 2 2 Rupees,gift shikha 2 rupees 222 rupees,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2.0'}, 'payments_name': 'shikha'}], 'text': 'gift shikha 2 rupees 222 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/9c6f4102-08ca-4792-8eb3-3eeaa6aa0e9a.wav
"QR code scanner,q r code scanner,qr code scanner","qr code scanner,q r code scanner,qr code scanner",qre code scanner,qre code scanner,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'qre code'}], 'text': 'qre code scanner'}",QR code scanner,qr code scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'qr code scanner'}",QR code scanner,qr code scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'qr code scanner'}",https://storage.googleapis.com/slang-audio-test-data/audio/9cb88481-aa8c-4437-aadf-d3f0c37ae1ba.wav
"check any offers are there ,check any offers are there","check any offers are there,check any offers are there",check any offers are there ,check any offers are there,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'check any offers are there'}",check any offers are there,check any offers are there,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'check any offers are there'}",check any offers are there,check any offers are there,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'check any offers are there'}",https://storage.googleapis.com/slang-audio-test-data/audio/9d75f8ba-7dad-424d-819f-089f76235613.wav
"IPO,i p o,ipo","ipo,i p 0,ipo",i p o ,i p 0,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'i p', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '0.0'}}], 'text': 'i p 0'}",IPO,ipo,0.0,"{'intent': '', 'entities': [{}], 'text': 'ipo'}",IPO,ipo,0.0,"{'intent': '', 'entities': [{}], 'text': 'ipo'}",https://storage.googleapis.com/slang-audio-test-data/audio/09d898b9-4674-4f11-8a91-d48acc379f59.wav
"view recent IPOs,view recent ipos","view recent ipos,view recent ipos",view the recent ipos ,view the recent ipos,0.3333333333333333,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'show'}], 'text': 'view the recent ipos'}",view the recent ipos,view the recent ipos,0.3333333333333333,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'show'}], 'text': 'view the recent ipos'}",view the recent ipos,view the recent ipos,0.3333333333333333,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'show'}], 'text': 'view the recent ipos'}",https://storage.googleapis.com/slang-audio-test-data/audio/9e8bd001-b498-4ef5-9ee1-66763b0b2dd8.wav
"scan and send five hundred rupees,scan and send 500 rupees","scan and send 500 rupees,scan and send 500 rupees",scan and send five hundred rupees,scan and send 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and send 500 rupees'}",scan and send 500 rupees,scan and send 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and send 500 rupees'}",scan and send 500 rupees,scan and send 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and send 500 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/9ea4ebfd-ef20-49db-a6d6-e0afb81a526a.wav
"show me some offers,show me some offers","show me some offers,show me some offers",show me some offorts,show me some offorts,0.25,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me some offorts'}",show me some offers,show me some offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'show me some offers'}",show me some offers,show me some offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'show me some offers'}",https://storage.googleapis.com/slang-audio-test-data/audio/9ebb9920-4762-4e28-8114-cb1d7bfa6752.wav
"donate two thousand rupees to pm care fund for corona relief,donate 2000 rupees to pm care fund for corona relief","donate 2000 rupees to pm care fund for corona relief,donate 2000 rupees to pm care fund for corona relief",donate two thousand rupees to pm care fund for corouna relief,donate 2000 rupees to pm care fund for corouna relief,0.1,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '2000.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 2000 rupees to pm care fund for corouna relief'}",donate 2002 pm care fund for Corona relief,donate 2002 pm care fund for corona relief,0.3,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'donate 2002 pm care fund for corona relief'}",donate 2002 pm care fund for Corona relief,donate 2002 pm care fund for corona relief,0.3,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'donate 2002 pm care fund for corona relief'}",https://storage.googleapis.com/slang-audio-test-data/audio/12a0a816-6695-4ae3-a029-da45b1f408ec.wav
"send one thousand five hundred to saurabh for last night party share ,send 1500 to saurabh for last night party share","send 1500 to saurabh for last night party share,send 1500 to saurabh for last night party share",send one thousand five hundre to sup for last night party share,send 1005 hundre to sup for last night party share,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1005.0'}}], 'text': 'send 1005 hundre to sup for last night party share'}",send 1500 to Saurav for last night party share,send 1500 to saurav for last night party share,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'saurav', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1500.0'}}], 'text': 'send 1500 to saurav for last night party share'}",send 1500 to Saurav for last night party share,send 1500 to saurav for last night party share,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'saurav', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1500.0'}}], 'text': 'send 1500 to saurav for last night party share'}",https://storage.googleapis.com/slang-audio-test-data/audio/13c57d6a-6cf3-4ffa-8a3d-2df3c11937d6.wav
"pay my sbi credit card bill,pay my sbi credit card bill","pay my sbi credit card bill,pay my sbi credit card bill",pay my sbi credit card bill,pay my sbi credit card bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Credit Card'}], 'text': 'pay my sbi credit card bill'}",pay my SBI credit card bill,pay my sbi credit card bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Credit Card'}], 'text': 'pay my sbi credit card bill'}",pay my SBI credit card bill,pay my sbi credit card bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Credit Card'}], 'text': 'pay my sbi credit card bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/15e43389-63ed-44fa-adcc-55495f3246c8.wav
"please donate eleven hundred rupees ,please donate 1100 rupees","please donate 1100 rupees,please donate 1100 rupees",please donate eve hundred rupees ,please donate eve 100 rupees,0.5,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'please donate eve 100 rupees'}",please donate 1100 rupees,please donate 1100 rupees,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'please donate 1100 rupees'}",please donate 1100 rupees,please donate 1100 rupees,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'please donate 1100 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/15facba4-a3d2-4089-b630-a944b062d666.wav
"twenty nine november please send shikha two hundred ,29 november please send shikha 200","29 november please send shikha 200,29 november please send shikha 200",twenty nine november please send sheka two hundred,29 november please send sheka 200,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '200.0'}}], 'text': '29 november please send sheka 200'}",29 November please send Shikha 200,29 november please send shikha 200,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'shikha', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '200.0'}}], 'text': '29 november please send shikha 200'}",29 November please send Shikha 200,29 november please send shikha 200,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'shikha', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '200.0'}}], 'text': '29 november please send shikha 200'}",https://storage.googleapis.com/slang-audio-test-data/audio/16b15a86-45f6-458f-87f2-56df43907aea.wav
"can i check the offers available,can i check the offers available","can i check the offers available,can i check the offers available",can i check the offers available,can i check the offers available,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'check the offers available'}], 'text': 'can i check the offers available'}",can I check the offers available,can i check the offers available,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'check the offers available'}], 'text': 'can i check the offers available'}",can I check the offers available,can i check the offers available,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'check the offers available'}], 'text': 'can i check the offers available'}",https://storage.googleapis.com/slang-audio-test-data/audio/16ce223d-feba-4f8b-b2a5-828ebc848163.wav
"donate one thousand rupees to nanhi pari,donate 1000 rupees to nanhi pari","donate 1000 rupees to nanhi pari,donate 1000 rupees to nanhi pari",donate one thousand rupees to nanipari,donate 1000 rupees to nanipari,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 1000 rupees to nanipari'}",donate 1000 rupees to Nanhi Pari,donate 1000 rupees to nanhi pari,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_name': 'nanhi pari', 'payments_transaction_action': 'send'}], 'text': 'donate 1000 rupees to nanhi pari'}",donate 1000 rupees to Nanhi Pari,donate 1000 rupees to nanhi pari,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_name': 'nanhi pari', 'payments_transaction_action': 'send'}], 'text': 'donate 1000 rupees to nanhi pari'}",https://storage.googleapis.com/slang-audio-test-data/audio/18a50e6b-7b67-4fee-b74e-33ce1fb6ad76.wav
"i want to see balance of all my accounts,i want to see balance of all my accounts","i want to see balance of all my accounts,i want to see balance of all my accounts",i want to see balance of all my accounts,i want to see balance of all my accounts,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'i want to see balance of all my accounts'}",I want to see balance of all my account,i want to see balance of all my account,0.1111111111111111,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'i want to see balance of all my account'}",I want to see balance of all my account,i want to see balance of all my account,0.1111111111111111,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'i want to see balance of all my account'}",https://storage.googleapis.com/slang-audio-test-data/audio/19e00b9c-a0df-44a9-8d60-476362deb552.wav
"send two hundred rupees to giri,send 200 rupees to giri","send 200 rupees to giri,send 200 rupees to giri",send two hundred rupees to giy ,send 200 rupees to giy,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 200 rupees to giy'}",send 200 rupees to Giri,send 200 rupees to giri,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'send', 'payments_name': 'giri'}], 'text': 'send 200 rupees to giri'}",send 200 rupees to Giri,send 200 rupees to giri,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'send', 'payments_name': 'giri'}], 'text': 'send 200 rupees to giri'}",https://storage.googleapis.com/slang-audio-test-data/audio/20bf994c-405d-497a-b58d-b890ce1fec94.wav
"one thousand from jagan ,1000 from jagan","1000 from jagan,1000 from jagan",one thousand from chabn,1000 from chabn,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1000.0'}}], 'text': '1000 from chabn'}",1000 from Jagan,1000 from jagan,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'jagan', 'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1000.0'}}], 'text': '1000 from jagan'}",1000 from Jagan,1000 from jagan,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'jagan', 'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1000.0'}}], 'text': '1000 from jagan'}",https://storage.googleapis.com/slang-audio-test-data/audio/20c72f20-c7b1-4b81-bfa8-8d5e49c673b9.wav
"approved pending payment from croma ,approved pending payment from croma","approved pending payment from croma,approved pending payment from croma",approve pending payment from chroma  ,approve pending payment from chroma,0.4,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'approve pending payment from chroma'}",approve pending payment from Chroma,approve pending payment from chroma,0.4,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'approve pending payment from chroma'}",approve pending payment from Chroma,approve pending payment from chroma,0.4,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'approve pending payment from chroma'}",https://storage.googleapis.com/slang-audio-test-data/audio/20f5ba09-4811-44af-95a1-72a51c371fb9.wav
"send five hundred dollars to vijay ,send 500 dollars to vijay","send 500 dollars to vijay,send 500 dollars to vijay",send five hundred dollars to j,send 500 dollars to j,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'USD', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 500 dollars to j'}",send $500 to Vijay,send 500 to vijay,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'vijay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': 'send 500 to vijay'}",send $500 to Vijay,send 500 to vijay,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'vijay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': 'send 500 to vijay'}",https://storage.googleapis.com/slang-audio-test-data/audio/21bffd39-0eb3-462a-8929-bb5d1dc97bfb.wav
"show my current balance of punjab national bank account,show my current balance of punjab national bank account","show my current balance of punjab national bank account,show my current balance of punjab national bank account",show my current balance of punjab national bank account,show my current balance of punjab national bank account,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show my current balance of punjab national bank account'}",show my current balance of Punjab National Bank account,show my current balance of punjab national bank account,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show my current balance of punjab national bank account'}",show my current balance of Punjab National Bank account,show my current balance of punjab national bank account,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show my current balance of punjab national bank account'}",https://storage.googleapis.com/slang-audio-test-data/audio/21e34151-dddc-4d8f-b4dc-87cc7f0776e3.wav
"pay water and electricity bill,pay water and electricity bill","pay water and electricity bill,pay water and electricity bill",pay water and electricity bill,pay water and electricity bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Electricity'}], 'text': 'pay water and electricity bill'}",save water and electricity bill,save water and electricity bill,0.2,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Electricity'}], 'text': 'save water and electricity bill'}",save water and electricity bill,save water and electricity bill,0.2,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Electricity'}], 'text': 'save water and electricity bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/22b348e4-7f9f-44de-a9ff-d095999857a7.wav
"make a bill payment to bescom ,make a bill payment to bescom","make a bill payment to bescom,make a bill payment to bescom",make a bill payment to bescom,make a bill payment to bescom,0.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'make a bill payment to bescom'}",make a bill payment to BESCOM,make a bill payment to bescom,0.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'make a bill payment to bescom'}",make a bill payment to BESCOM,make a bill payment to bescom,0.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'make a bill payment to bescom'}",https://storage.googleapis.com/slang-audio-test-data/audio/22d503e1-cec0-4e55-8980-281e4564abc6.wav
"how to scan QR code ,how to scan q r code ,how to scan qr code,how to scan q r code","how to scan qr code,how to scan q r code,how to scan qr code,how to scan q r code",how to scan you are colled,how to scan you are colled,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'how to scan you are colled'}",how to scan QR code,how to scan qr code,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'how to scan qr code'}",how to scan QR code,how to scan qr code,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'how to scan qr code'}",https://storage.googleapis.com/slang-audio-test-data/audio/22dc3bc7-e7b7-4aef-a204-73a11c1a8204.wav
"pay my telephone bill,pay my telephone bill","pay my telephone bill,pay my telephone bill",pay my telephone bill,pay my telephone bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Telephone'}], 'text': 'pay my telephone bill'}",pay my telephone bill,pay my telephone bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Telephone'}], 'text': 'pay my telephone bill'}",pay my telephone bill,pay my telephone bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Telephone'}], 'text': 'pay my telephone bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/22fce8d0-b733-4fd9-8d9b-b1d77c5ef57a.wav
"show me payment offers ,show me payment offers","show me payment offers,show me payment offers",show me payment offers,show me payment offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'show me payment offers'}",show MI payment offers,show mi payment offers,0.25,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'show mi payment offers'}",show MI payment offers,show mi payment offers,0.25,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'show mi payment offers'}",https://storage.googleapis.com/slang-audio-test-data/audio/23d727b1-6d2e-4df9-a9ce-42146b7ba72f.wav
"send two thousand five hundred rupees to raji,send 2500 rupees to raji","send 2500 rupees to raji,send 2500 rupees to raji",send two thousand five hundred rupees to raji,send 2500 rupees to raji,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '2500.0'}, 'payments_transaction_action': 'send', 'payments_name': 'raji'}], 'text': 'send 2500 rupees to raji'}",send 2500 rupees to Raji,send 2500 rupees to raji,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '2500.0'}, 'payments_transaction_action': 'send', 'payments_name': 'raji'}], 'text': 'send 2500 rupees to raji'}",send 2500 rupees to Raji,send 2500 rupees to raji,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '2500.0'}, 'payments_transaction_action': 'send', 'payments_name': 'raji'}], 'text': 'send 2500 rupees to raji'}",https://storage.googleapis.com/slang-audio-test-data/audio/26a4961b-78e3-410d-9ccc-c76d7b1edaaf.wav
"recharge my phone for four seventy nine in airtel,recharge my phone for 479 in airtel","recharge my phone for 479 in airtel,recharge my phone for 479 in airtel",recharge my phone for four hundred and seventy nine p in a del,recharge my phone for 479 p in a del,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '4.79'}, 'payments_transaction_action': 'request'}], 'text': 'recharge my phone for 479 p in a del'}",recharge my phone for 479 on Airtel,recharge my phone for 479 on airtel,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '479.0'}}], 'text': 'recharge my phone for 479 on airtel'}",recharge my phone for 479 on Airtel,recharge my phone for 479 on airtel,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '479.0'}}], 'text': 'recharge my phone for 479 on airtel'}",https://storage.googleapis.com/slang-audio-test-data/audio/27df5089-e882-40e3-b310-00b43e324ddd.wav
