File_name,Reference_transcript ,Language,google_speech_transcription,google_speech_wer,google_speech_slang_score,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_slang_score,indic_wav2vec_transcription,indic_wav2vec_wer,indic_wav2vec_slang_score,slang_indic_wav2vec_transcription,slang_indic_wav2vec_wer,slang_indic_wav2vec_slang_score,audio_links
0d3574ef-2ad1-4f91-8cf6-f9ee866c0af2,request 1000 rupees from aditya ,en-IN,request 1000 rupees from,0.2,0.75,request 1000 rupees from,0.2,0.75,rupees from data,0.6,0.0,rupees from data,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0d3574ef-2ad1-4f91-8cf6-f9ee866c0af2.wav
0d9755b3-f49b-490e-b0c9-bc16dcf6b415,what is my balance ,en-IN,what is my balance,0.0,1.0,what is my balance,0.0,1.0,what is my balance,0.0,1.0,what is my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0d9755b3-f49b-490e-b0c9-bc16dcf6b415.wav
0e44de11-261c-420e-be2b-ba9e4b158b68,send birthday gift of 3202 to sita,en-IN,send birthday gift of 3202 sita,0.14285714285714285,0.75,send birthday gift of 3202 sita,0.14285714285714285,0.75,birthday gift of it,0.5714285714285714,0.0,birthday gift of it,0.5714285714285714,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0e44de11-261c-420e-be2b-ba9e4b158b68.wav
0fcd6411-decf-483c-92af-f01aba7654ce,scan 100 rupees,en-IN,scan one under rupees,0.6666666666666666,0.33333333333333337,scan 1 under rupees,0.6666666666666666,0.33333333333333337,and rupees,0.6666666666666666,0.0,and rupees,0.6666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0fcd6411-decf-483c-92af-f01aba7654ce.wav
01ca747b-c462-4994-9278-5c57ca8b4502,500 rupees,en-IN,find a rapist,1.5,0.0,find a rapist,1.5,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/01ca747b-c462-4994-9278-5c57ca8b4502.wav
02aed9ae-6922-4795-9fc3-0cf8b7e80d1a,can i see the latest ipo,en-IN,can i see deleted skype you,0.5,1.0,can i see deleted skype you,0.5,1.0,can i see the latest ipo,0.0,1.0,can i see the latest ipo,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/02aed9ae-6922-4795-9fc3-0cf8b7e80d1a.wav
02f9a9e5-291f-4dfd-87fa-072f719f61fa,request 10000 rs from slanglabs as december bonus,en-IN,a quest 10000 rupees from slime gloves as the december bonus,0.75,0.6,a quest 10000 rupees from slime gloves as the december bonus,0.75,0.6,rupees from slang lab as december bonus,0.625,0.5,rupees from slang lab as december bonus,0.625,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/02f9a9e5-291f-4dfd-87fa-072f719f61fa.wav
02face69-0af8-4695-aa81-14871ee9b33b,send 52 to subham ,en-IN,752 siloam,1.0,0.0,752 siloam,1.0,0.0,sum,1.0,0.0,sum,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/02face69-0af8-4695-aa81-14871ee9b33b.wav
003b4855-1476-463f-ad28-269f33fcf0a5,gift mom,en-IN,gift mommy,0.5,1.0,gift mommy,0.5,1.0,if my,1.0,1.0,if my,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/003b4855-1476-463f-ad28-269f33fcf0a5.wav
05b3066b-5771-4012-9a8a-1094d901ae8b,i want to check my balance ,en-IN,i want to check my balance,0.0,1.0,i want to check my balance,0.0,1.0,i want to check my balance,0.0,1.0,i want to check my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/05b3066b-5771-4012-9a8a-1094d901ae8b.wav
06e4ef5b-9c97-4ae1-a8e6-80ea274207e6,can I see the latest IPO,en-IN,can i see the latest,0.16666666666666666,1.0,can i see the latest,0.16666666666666666,1.0,can i see the latest i,0.16666666666666666,1.0,can i see the latest i,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/06e4ef5b-9c97-4ae1-a8e6-80ea274207e6.wav
08a027e5-0607-497f-9f28-77ab9b211db4,harsh,en-IN,purge,1.0,1.0,purge,1.0,1.0,,1.0,1.0,,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/08a027e5-0607-497f-9f28-77ab9b211db4.wav
09d1334f-ba25-49f9-84f5-30c9350b6afd,request money from,en-IN,request money from,0.0,1.0,request money from,0.0,1.0,money from,0.3333333333333333,1.0,money from,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/09d1334f-ba25-49f9-84f5-30c9350b6afd.wav
10d7cedd-0633-417a-b4e0-2498360d76c2,harsh,en-IN,hush,1.0,1.0,hush,1.0,1.0,,1.0,1.0,,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/10d7cedd-0633-417a-b4e0-2498360d76c2.wav
10efad5a-064f-4761-bca8-d0ea7ebae654,open QR and pay 375 rupees,en-IN,open q r + 375 piece,0.6666666666666666,0.0,open q r + 375 piece,0.6666666666666666,0.0,and rupees,0.6666666666666666,0.0,and rupees,0.6666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/10efad5a-064f-4761-bca8-d0ea7ebae654.wav
023c9b22-4745-429a-90ed-b5a3c6128001,scan 425 rupees for grocery,en-IN,for grocery,0.6,0.19999999999999996,for grocery,0.6,0.19999999999999996,scanf rupees for grocery,0.4,0.0,scanf rupees for grocery,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/023c9b22-4745-429a-90ed-b5a3c6128001.wav
034c205b-91b8-4a77-90f2-cbc778057ef1,check my balance,en-IN,check my balance,0.0,1.0,check my balance,0.0,1.0,and the question,1.0,0.0,and the question,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/034c205b-91b8-4a77-90f2-cbc778057ef1.wav
035f7e37-4e0e-4f1c-ac41-2857216883bf,i want to ask 1 lockerhood from shubham,en-IN,i want to ask one lock card from them,0.5,0.6,i want to ask one lock card from them,0.5,0.6,i want to ask one rod from sum,0.375,0.6,i want to ask one rod from sum,0.375,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/035f7e37-4e0e-4f1c-ac41-2857216883bf.wav
062b3546-4013-4ba5-a22b-0c7eba8f0761,open my transaction history,en-IN,open my transaction history,0.0,1.0,open my transaction history,0.0,1.0,open my transaction history,0.0,1.0,open my transaction history,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/062b3546-4013-4ba5-a22b-0c7eba8f0761.wav
087d0d08-9e0d-4dc6-b362-344cc24057a1,send 5000 to harsh,en-IN,send 5000 plush,0.5,0.5,send 5000 plush,0.5,0.5,hertz,1.0,0.0,hertz,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/087d0d08-9e0d-4dc6-b362-344cc24057a1.wav
092eb545-7b03-4568-8486-7ba8b0fa2cba,donate 1000 rupees to akshaya patra,en-IN,donate thousand rupees to akshaya patra,0.16666666666666666,1.0,donate 1000 rupees to akshaya patra,0.0,1.0,one rupees to accept,0.6666666666666666,0.33333333333333337,1 rupees to accept,0.6666666666666666,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/092eb545-7b03-4568-8486-7ba8b0fa2cba.wav
112b8bab-2e31-42a5-a8bf-169852c4364a,how many things u can do for me,en-IN,how many things can you do for me,0.25,1.0,how many things can you do for me,0.25,1.0,how many things can you do form,0.5,0.33333333333333337,how many things can you do form,0.5,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/112b8bab-2e31-42a5-a8bf-169852c4364a.wav
0952aaa7-f722-4cbb-b5a6-df13cc739e27,donate 600 rupees to UNICEF,en-IN,donate 600 rupees to,0.2,0.75,donate 600 rupees to,0.2,0.75,rupees to units,0.6,0.0,rupees to units,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0952aaa7-f722-4cbb-b5a6-df13cc739e27.wav
1027a663-b4b8-40ac-bc1f-aa77ebba9e6a,show me my balance,en-IN,show me my balance,0.0,1.0,show me my balance,0.0,1.0,show me my balance,0.0,1.0,show me my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/1027a663-b4b8-40ac-bc1f-aa77ebba9e6a.wav
02892ac0-98b0-416f-8795-9ec5667c3358,open scanner,en-IN,open scanner,0.0,1.0,open scanner,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/02892ac0-98b0-416f-8795-9ec5667c3358.wav
07885d56-9eb7-4d53-a5f4-9c43873bb1aa,pay 5000 rupees and open scanner,en-IN,if i told you no open scanner,0.8333333333333334,0.0,if i told you no open scanner,0.8333333333333334,0.0,rupees and open scanner,0.3333333333333333,0.0,rupees and open scanner,0.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/07885d56-9eb7-4d53-a5f4-9c43873bb1aa.wav
039181a9-9c6b-4047-b0cc-36f768c3d13e,donate 5000 rupees to shekar ashram,en-IN,shake it off song,1.0,0.0,shake it off song,1.0,0.0,donate rupees to shake ashram,0.3333333333333333,0.0,donate rupees to shake ashram,0.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/039181a9-9c6b-4047-b0cc-36f768c3d13e.wav
073900a2-6e90-45cf-ab2c-adef881d617b,can you please send,en-IN,can you please send,0.0,1.0,can you please send,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/073900a2-6e90-45cf-ab2c-adef881d617b.wav
102109bd-a4a6-4f24-940a-ea73a1802e3c,send a gift,en-IN,send a gift,0.0,1.0,send a gift,0.0,1.0,it,1.0,0.0,it,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/102109bd-a4a6-4f24-940a-ea73a1802e3c.wav
0458499b-aa9c-4f1b-b0d6-2128bfb228d9,600 rupees,en-IN,600 b's,0.5,0.0,600 b's,0.5,0.0,up,1.0,0.0,up,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0458499b-aa9c-4f1b-b0d6-2128bfb228d9.wav
01596723-2577-4590-81a7-26ae6a8d67b9,send 373.2 to shubham,en-IN,turn 3732 to 7,0.5,0.4,turn 3732 to 7,0.5,0.4,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/01596723-2577-4590-81a7-26ae6a8d67b9.wav
07910171-75d5-4e1f-9a31-3821bdb71ecf,can we donate 5000 to my room mate,en-IN,can we donate 5000 to my roommate,0.25,0.6,can we donate 5000 to my roommate,0.25,0.6,can we donate to my roommate,0.375,0.5,can we donate to my roommate,0.375,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/07910171-75d5-4e1f-9a31-3821bdb71ecf.wav
0a11f5d0-7692-4a16-b67d-79d169856061,approve payment to amazon,en-IN,approve payment to amazon,0.0,1.0,approve payment to amazon,0.0,1.0,proof payment to amazon,0.25,1.0,proof payment to amazon,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0a11f5d0-7692-4a16-b67d-79d169856061.wav
0a112ebf-7a93-4752-8686-a1d0721e0e3b,i would like to check all the active ipos,en-IN,i would like to check all the active ipos,0.0,1.0,i would like to check all the active ipos,0.0,1.0,i would like to check all the active ipos,0.0,1.0,i would like to check all the active ipos,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0a112ebf-7a93-4752-8686-a1d0721e0e3b.wav
0ab07a80-3349-4d3e-82a7-9ccd0e153302,i should get 200 rupees from satish ,en-IN,i should get 200 rupees from satish,0.0,1.0,i should get 200 rupees from satish,0.0,1.0,i should get 200 rupees from satish,0.0,1.0,i should get 200 rupees from satish,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0ab07a80-3349-4d3e-82a7-9ccd0e153302.wav
00b44d8d-0761-44c1-97db-44aae021477e,make a request of 500,en-IN,make a request of 100,0.2,0.0,make a request of 100,0.2,0.0,make a request of f,0.2,0.0,make a request of f,0.2,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/00b44d8d-0761-44c1-97db-44aae021477e.wav
0c44d819-1a31-4f3a-8cf5-c7ab8dfe9395,show me my transaction history ,en-IN,show me my transaction history,0.0,1.0,show me my transaction history,0.0,1.0,so my transaction history,0.4,0.5,so my transaction history,0.4,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/0c44d819-1a31-4f3a-8cf5-c7ab8dfe9395.wav
00cb6219-3599-4f17-9dcd-6bd81e20f161,send 300 rupees to kumar as a gift ,en-IN,send 300 rupees to kumar as a gift,0.0,1.0,send 300 rupees to kumar as a gift,0.0,1.0,and rupees to come as a gift,0.375,0.0,and rupees to come as a gift,0.375,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/00cb6219-3599-4f17-9dcd-6bd81e20f161.wav
0d8b6401-0c62-4aef-8373-cb4212289c71,pay 10 and half rupees to pani,en-IN,10 12 rupees too funny,0.7142857142857143,0.25,1012 rupees too funny,0.8571428571428571,0.0,py and a half rupees to funny,0.5714285714285714,0.33333333333333337,py and a half rupees to funny,0.5714285714285714,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/0d8b6401-0c62-4aef-8373-cb4212289c71.wav
0d8df434-28d7-4129-a8e6-5762fb8eb715,happy to donate 10000 dollar to the needy person ,en-IN,do the needy person,0.6666666666666666,0.0,do the needy person,0.6666666666666666,0.0,happy to donate 10000 dollars to the needy person,0.1111111111111111,1.0,happy to donate 10000 dollars to the needy person,0.1111111111111111,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0d8df434-28d7-4129-a8e6-5762fb8eb715.wav
0dfdf8c6-634c-469c-b13c-62882cd4af08,i want to scan,en-IN,i want to scan,0.0,1.0,i want to scan,0.0,1.0,i want to scan,0.0,1.0,i want to scan,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0dfdf8c6-634c-469c-b13c-62882cd4af08.wav
0dffba1b-4678-4dd9-ae66-29f7755b34d4,approve the pending bills ,en-IN,approve the pending bills,0.0,1.0,approve the pending bills,0.0,1.0,approach the bending bills,0.5,1.0,approach the bending bills,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0dffba1b-4678-4dd9-ae66-29f7755b34d4.wav
0e8ad935-3b2b-449f-9adb-0627943ba36a,donate one lakh to sankara eye foundation ,en-IN,donate one leg to sankara eye foundation,0.14285714285714285,0.0,donate 1 leg to sankara eye foundation,0.2857142857142857,0.0,to sakai foundation,0.7142857142857143,0.5,to sakai foundation,0.7142857142857143,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/0e8ad935-3b2b-449f-9adb-0627943ba36a.wav
0e370df4-003b-48ed-9799-02e13e3d96f3,five hundred ,en-IN,500,1.0,1.0,500,1.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0e370df4-003b-48ed-9799-02e13e3d96f3.wav
0efd9cbc-a02f-490c-962d-a4e87fea9804,i want to know how much money i have in hdfc account,en-IN,i want to know how much money i have in hdfc account,0.0,1.0,i want to know how much money i have in hdfc account,0.0,1.0,i want to know how much money i have in hdfc account,0.0,1.0,i want to know how much money i have in hdfc account,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0efd9cbc-a02f-490c-962d-a4e87fea9804.wav
1a0c2d61-602a-4146-bb5d-534abee985e8,pay my october month  bill of 1126 rupees to water supplier ,en-IN,female cuban month bill of 1126 rupees to water supplier,0.2727272727272727,0.8,female cuban month bill of 1126 rupees to water supplier,0.2727272727272727,0.8,my october month bill of rupees to water supplier,0.18181818181818182,0.6,my october month bill of rupees to water supplier,0.18181818181818182,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/1a0c2d61-602a-4146-bb5d-534abee985e8.wav
1aa4f7a0-f453-49ea-a9eb-fd345b6dad90,please approve a payment of one lakh rupees against the hospitals bills,en-IN,he's approved a payment of 1 lakh rupees against hospital bills,0.4166666666666667,0.5,he's approved a payment of 1 lakh rupees against hospital bills,0.4166666666666667,0.5,please approve a payment of rupees against hospital bills,0.3333333333333333,0.5,please approve a payment of rupees against hospital bills,0.3333333333333333,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/1aa4f7a0-f453-49ea-a9eb-fd345b6dad90.wav
01c9e979-8826-4f36-b8e1-f15e2f3b66dd,please do a donation to pmkr fund 500 rupees ,en-IN,please do a donation to pm care fund of rupees,0.3333333333333333,0.0,please do a donation to pm care fund of rupees,0.3333333333333333,0.0,please do a donation to pm care fund of rupees,0.3333333333333333,0.0,please do a donation to pm care fund of rupees,0.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/01c9e979-8826-4f36-b8e1-f15e2f3b66dd.wav
1d28cdd3-f6d9-41e9-be47-036baf40b200,i want to view,en-IN,one day i want to believe,0.75,0.33333333333333337,1 day i want to believe,0.75,0.33333333333333337,i want to wave,0.25,0.5,i want to wave,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/1d28cdd3-f6d9-41e9-be47-036baf40b200.wav
1d077f5e-6c97-4f9f-9ba2-2d4cf03b8bc9,send 100 rupees to kumar ,en-IN,send hundred rupees to kumar,0.2,1.0,send 100 rupees to kumar,0.0,1.0,send rupees to car,0.4,0.25,send rupees to car,0.4,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/1d077f5e-6c97-4f9f-9ba2-2d4cf03b8bc9.wav
1d442325-f800-4021-9216-b06d55fdf27e,request 300 hundred from ajay ,en-IN,request 300 from a j,0.6,0.33333333333333337,request 300 from a j,0.6,0.33333333333333337,request from,0.6,0.5,request from,0.6,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/1d442325-f800-4021-9216-b06d55fdf27e.wav
1dcc112b-31f0-4188-abae-e475f23cad9e,pay 100 rupees through QR scanner,en-IN,faye hunter rupees to us canada,0.8333333333333334,0.0,faye hunter rupees to us canada,0.8333333333333334,0.0,and rupees through scanner,0.5,0.0,and rupees through scanner,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/1dcc112b-31f0-4188-abae-e475f23cad9e.wav
1e7a6680-015a-4453-87a5-458c5cba747b,show me the offers running on my current bank account,en-IN,show me the office running on my current bank account,0.1,1.0,show me the office running on my current bank account,0.1,1.0,the offers running on my current bank account,0.2,0.0,the offers running on my current bank account,0.2,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/1e7a6680-015a-4453-87a5-458c5cba747b.wav
1e19c8ff-56c4-4550-905a-865c64a2d6b2,scan and send ,en-IN,scan and send,0.0,1.0,scan and send,0.0,1.0,and and,0.6666666666666666,0.0,and and,0.6666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/1e19c8ff-56c4-4550-905a-865c64a2d6b2.wav
1e0485c3-7c37-4135-9f75-54598b22d0b0,maa,en-IN,ma,1.0,1.0,ma,1.0,1.0,,1.0,1.0,,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/1e0485c3-7c37-4135-9f75-54598b22d0b0.wav
1e27960b-1c72-44ab-a539-08ec732f04be,clear my electricity bill dues ,en-IN,clear my electricity bill dues,0.0,1.0,clear my electricity bill dues,0.0,1.0,clear my electricity belt use,0.4,0.5,clear my electricity belt use,0.4,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/1e27960b-1c72-44ab-a539-08ec732f04be.wav
1f975d5e-a24e-493f-82f8-bd482d855187,scan and pay 100 rupees ,en-IN,scan and pay honda ruby's,0.4,0.33333333333333337,scan and pay honda ruby's,0.4,0.33333333333333337,and pay rupees,0.4,0.0,and pay rupees,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/1f975d5e-a24e-493f-82f8-bd482d855187.wav
2b8a13d5-e979-41a5-9c27-6d742fea28d7,send 20000 as a loan to shailaja,en-IN,send 20000 as a loan to shailaja,0.0,1.0,send 20000 as a loan to shailaja,0.0,1.0,as a loan to shale,0.42857142857142855,0.0,as a loan to shale,0.42857142857142855,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/2b8a13d5-e979-41a5-9c27-6d742fea28d7.wav
2b25cac2-0c34-469c-a059-2ba6771309b5,money to agna ,en-IN,money to agne,0.3333333333333333,1.0,money to agne,0.3333333333333333,1.0,one to ana,0.6666666666666666,0.0,1 to ana,0.6666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/2b25cac2-0c34-469c-a059-2ba6771309b5.wav
2bbfaee0-eb05-4df3-8b0b-98f6d9fe3b04,request 905 from madurai,en-IN,requested 905 from madhuri,0.5,0.6,requested 905 from madhuri,0.5,0.6,request from mature,0.5,0.5,request from mature,0.5,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/2bbfaee0-eb05-4df3-8b0b-98f6d9fe3b04.wav
2c9189dc-c095-43ef-aec1-74a0d43c7608,i want to pay my gas bill,en-IN,i want to pay my gas bill,0.0,1.0,i want to pay my gas bill,0.0,1.0,i want to pay my gas bill,0.0,1.0,i want to pay my gas bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/2c9189dc-c095-43ef-aec1-74a0d43c7608.wav
2d083f72-8d8d-4c61-aa2a-e5a2c16f6d26,make a request to vijay 100 rupees,en-IN,make a request to with a hundred rupees,0.42857142857142855,0.75,make a request to with a hundred rupees,0.42857142857142855,0.75,make a request to rupees,0.2857142857142857,0.5,make a request to rupees,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/2d083f72-8d8d-4c61-aa2a-e5a2c16f6d26.wav
2e20d6f7-9d9c-4d1d-a351-80c720ebae9e,show me my last transaction ,en-IN,show me my last transaction,0.0,1.0,show me my last transaction,0.0,1.0,so my last transaction,0.4,0.0,so my last transaction,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/2e20d6f7-9d9c-4d1d-a351-80c720ebae9e.wav
2ec7d239-8259-4423-9934-a59726d50c6b,how do i gift my mother 5000 rupees amount,en-IN,how do i give my mother a 5000 rupees,0.3333333333333333,0.6666666666666667,how do i give my mother a 5000 rupees,0.3333333333333333,0.6666666666666667,how do i give my mother f000 rupees amount,0.2222222222222222,0.33333333333333337,how do i give my mother f0 rupees amount,0.2222222222222222,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/2ec7d239-8259-4423-9934-a59726d50c6b.wav
3a7ffe3c-65d4-45a5-94a2-57bfde7fd8d6,microphone permission ,en-IN,microphone,0.5,1.0,microphone,0.5,1.0,,1.0,1.0,,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/3a7ffe3c-65d4-45a5-94a2-57bfde7fd8d6.wav
3b6baab9-3cec-4cd9-ab44-ff90bca5c197,i want to send 200 rupees and 50 paise to the maid ,en-IN,i want to send two hundred rupees and 50% to the mid,0.4166666666666667,0.5,i want to send two hundred rupees and 50% to the mid,0.4166666666666667,0.5,i want to send 200 rupees and passed to the made,0.25,0.5,i want to send 200 rupees and passed to the made,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/3b6baab9-3cec-4cd9-ab44-ff90bca5c197.wav
3b7dc72a-1e0c-4cd7-884d-b80f4fa3639d,request lohith to transfer rupees 1250 to me,en-IN,request fluids to transfer rupees 1250 to me,0.125,0.6,request fluids to transfer rupees 1250 to me,0.125,0.6,request lots to transfer rupees to me,0.25,0.5,request lots to transfer rupees to me,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/3b7dc72a-1e0c-4cd7-884d-b80f4fa3639d.wav
3b047afd-437b-4740-a78f-d7ec1540900d,request 50200 rupees from kumar ,en-IN,request 50200 piece from kumar,0.2,0.6,request 50200 piece from kumar,0.2,0.6,request rupees from coma,0.4,0.25,request rupees from coma,0.4,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/3b047afd-437b-4740-a78f-d7ec1540900d.wav
3c753415-0737-4ae2-9f5f-8d932d4acff7,request vinayak to transfer 2000 to me ,en-IN,request when i transfer 2002 mi,0.7142857142857143,0.19999999999999996,request when i transfer 2002 mi,0.7142857142857143,0.19999999999999996,request went to transfer to me,0.2857142857142857,0.5,request went to transfer to me,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/3c753415-0737-4ae2-9f5f-8d932d4acff7.wav
3cb4ae63-5248-49da-8747-6e578d0ea149,show me my x transaction history ,en-IN,show me my next transaction history,0.16666666666666666,1.0,show me my next transaction history,0.16666666666666666,1.0,show me my transaction history,0.16666666666666666,1.0,show me my transaction history,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/3cb4ae63-5248-49da-8747-6e578d0ea149.wav
3ce7ecf1-df84-4736-a9b1-d5cea1f65f3c,i would like to make a donation to pm cares fund ,en-IN,i would like to make a donation to pm cares fund,0.0,1.0,i would like to make a donation to pm cares fund,0.0,1.0,i would like to make a donation to pm cares fund,0.0,1.0,i would like to make a donation to pm cares fund,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/3ce7ecf1-df84-4736-a9b1-d5cea1f65f3c.wav
3f641109-0087-4834-9ca9-7c01c0654498,go to scanner and send 225 rupees,en-IN,go to scanner and send 222 rupees,0.14285714285714285,0.5,go to scanner and send 222 rupees,0.14285714285714285,0.5,go to scanner and send that rupees,0.14285714285714285,0.6666666666666667,go to scanner and send that rupees,0.14285714285714285,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/3f641109-0087-4834-9ca9-7c01c0654498.wav
4a31e334-2e81-4186-88fc-5f699c9bb157,go and ask rajesh to pay 400 rupees,en-IN,go and ask rajesh to pay for under rupees,0.25,0.6,go and ask rajesh to pay for under rupees,0.25,0.6,and as rajesh to pay rupees,0.375,0.4,and as rajesh to pay rupees,0.375,0.4,https://storage.googleapis.com/slang-audio-test-data/audio/4a31e334-2e81-4186-88fc-5f699c9bb157.wav
4afaedef-41fb-47d8-9d0f-7c2cf7003e18,i would like to view my transaction history ,en-IN,i would like to view my transaction history,0.0,1.0,i would like to view my transaction history,0.0,1.0,i would like to view my transaction history,0.0,1.0,i would like to view my transaction history,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/4afaedef-41fb-47d8-9d0f-7c2cf7003e18.wav
4bdf4ae6-f8f7-4a61-9169-525bf7926586,request 300 from satish ,en-IN,request 300,0.5,0.5,request 300,0.5,0.5,request from satish,0.25,0.75,request from satish,0.25,0.75,https://storage.googleapis.com/slang-audio-test-data/audio/4bdf4ae6-f8f7-4a61-9169-525bf7926586.wav
4c7fa7db-8cc6-47a6-8f6e-c6a85b99b448,view my transaction history ,en-IN,yuma transaction city,0.75,0.0,yuma transaction city,0.75,0.0,a transaction history,0.5,1.0,a transaction history,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/4c7fa7db-8cc6-47a6-8f6e-c6a85b99b448.wav
4cffa417-1fb5-4ef5-a610-8467d1815ab7,please pay my minimum amount for my credit card bill,en-IN,please pay the minimum amount for my credit card bill,0.1,0.6666666666666667,please pay the minimum amount for my credit card bill,0.1,0.6666666666666667,please pay the minimum amount for my credit card bill,0.1,0.6666666666666667,please pay the minimum amount for my credit card bill,0.1,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/4cffa417-1fb5-4ef5-a610-8467d1815ab7.wav
4d51a68d-2031-4b9d-b395-34d15c14ac98,approve the pending request,en-IN,approve the pending request,0.0,1.0,approve the pending request,0.0,1.0,the pending request,0.25,1.0,the pending request,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/4d51a68d-2031-4b9d-b395-34d15c14ac98.wav
4d90b25c-e56c-46da-bfb0-33e0f53fc162,i would like to see my balance ,en-IN,i would like to see my balance,0.0,1.0,i would like to see my balance,0.0,1.0,i would like to see my balance,0.0,1.0,i would like to see my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/4d90b25c-e56c-46da-bfb0-33e0f53fc162.wav
